DateTime,High,Low,Average,Volume BTC
2013-12-16 00:00:00,690.14,670.81,682.05,477042.12
2013-12-17 00:00:00,504.33,438.71,480.00,408387.89
2013-12-18 00:00:00,594.18,577.60,586.67,489988.68
2013-12-19 00:00:00,690.40,662.10,675.37,280595.3
2013-12-20 00:00:00,617.65,608.08,613.65,168126.1
2013-12-21 00:00:00,647.95,622.66,635.80,136110.32
2013-12-22 00:00:00,629.74,625.62,627.64,97952.41
2013-12-23 00:00:00,652.31,647.03,649.26,98600.05
2013-12-24 00:00:00,660.40,656.36,658.45,83711.3
2013-12-25 00:00:00,703.13,695.81,699.69,97668.68
2013-12-26 00:00:00,749.73,735.17,745.22,154467.79
2013-12-27 00:00:00,731.99,728.22,730.17,101936.64
2013-12-28 00:00:00,718.66,712.71,715.06,83583.11
2013-12-29 00:00:00,735.00,731.64,733.41,78404.39
2013-12-30 00:00:00,732.02,728.59,730.04,72487.99
2013-12-31 00:00:00,749.09,749.09,749.09,83741.44
2014-01-01 00:00:00,743.08,738.38,739.91,66488.37
2014-01-02 00:00:00,808.23,800.72,805.03,136296.83
2014-01-03 00:00:00,801.21,798.08,799.95,102942.3
2014-01-04 00:00:00,854.18,842.78,848.13,122610.19
2014-01-05 00:00:00,982.98,960.17,972.99,233739.22
2014-01-06 00:00:00,923.87,897.16,916.41,175045.77
2014-01-07 00:00:00,848.35,835.40,843.64,272370.37
2014-01-08 00:00:00,831.67,823.80,828.06,168175.37
2014-01-09 00:00:00,833.52,830.94,832.53,155829.17
2014-01-10 00:00:00,906.24,896.46,900.84,143394.48
2014-01-11 00:00:00,865.01,853.19,858.47,127707.57
2014-01-12 00:00:00,818.81,812.63,814.87,138875.68
2014-01-13 00:00:00,839.17,829.88,834.27,152939.82
2014-01-14 00:00:00,832.68,826.14,828.69,105791.81
2014-01-15 00:00:00,855.36,850.38,852.30,101263.16
2014-01-16 00:00:00,829.79,822.99,826.02,89931.49
2014-01-17 00:00:00,809.09,802.58,805.12,126486.63
2014-01-18 00:00:00,818.07,813.94,815.69,84455.68
2014-01-19 00:00:00,853.43,842.56,848.15,95454.13
2014-01-20 00:00:00,851.05,843.60,847.32,96355.75
2014-01-21 00:00:00,843.21,840.39,841.72,78555.08
2014-01-22 00:00:00,828.58,826.12,827.27,76706.53
2014-01-23 00:00:00,819.20,815.76,817.41,74123.1
2014-01-24 00:00:00,788.50,784.02,786.34,126159.35
2014-01-25 00:00:00,822.14,816.54,819.28,97970.89
2014-01-26 00:00:00,851.04,846.61,848.67,114715.81
2014-01-27 00:00:00,784.92,764.56,773.67,76980.44
2014-01-28 00:00:00,821.22,811.65,817.38,67988.44
2014-01-29 00:00:00,831.26,826.82,828.76,28083.53
2014-01-30 00:00:00,809.58,807.16,808.47,82980.7
